10503.0,1.0019e-06
10504.0,1.0101e-06
10505.0,1.0183e-06
10506.0,1.0266e-06
10507.0,1.035e-06
10508.0,1.0434e-06
10509.0,1.0519e-06
10510.0,1.0605e-06
10511.0,1.0676e-06
10512.0,1.0747e-06
10513.0,1.0818e-06
10514.0,1.089e-06
10515.0,1.0962e-06
10516.0,1.1035e-06
10517.0,1.1108e-06
10518.0,1.1182e-06
10519.0,1.1256e-06
10520.0,1.133e-06
10521.0,1.138e-06
10522.0,1.143e-06
10523.0,1.1481e-06
10524.0,1.1531e-06
10525.0,1.1582e-06
10526.0,1.1633e-06
10527.0,1.1684e-06
10528.0,1.1736e-06
10529.0,1.1787e-06
10530.0,1.1839e-06
10531.0,1.1909e-06
10532.0,1.1979e-06
10533.0,1.2049e-06
10534.0,1.212e-06
10535.0,1.2191e-06
10536.0,1.2262e-06
10537.0,1.2334e-06
10538.0,1.2406e-06
10539.0,1.2478e-06
10540.0,1.2551e-06
10541.0,1.2643e-06
10542.0,1.2736e-06
10543.0,1.2829e-06
10544.0,1.2923e-06
10545.0,1.3017e-06
10546.0,1.3112e-06
10547.0,1.3208e-06
10548.0,1.3304e-06
10549.0,1.3401e-06
10550.0,1.3499e-06
10551.0,1.3626e-06
10552.0,1.3755e-06
10553.0,1.3886e-06
10554.0,1.4017e-06
10555.0,1.4149e-06
10556.0,1.4283e-06
10557.0,1.4418e-06
10558.0,1.4554e-06
10559.0,1.4691e-06
10560.0,1.483e-06
10561.0,1.498e-06
10562.0,1.5132e-06
10563.0,1.5285e-06
10564.0,1.544e-06
10565.0,1.5596e-06
10566.0,1.5754e-06
10567.0,1.5913e-06
10568.0,1.6074e-06
10569.0,1.6236e-06
10570.0,1.64e-06
10571.0,1.6542e-06
10572.0,1.6684e-06
10573.0,1.6828e-06
10574.0,1.6973e-06
10575.0,1.7119e-06
10576.0,1.7267e-06
10577.0,1.7415e-06
10578.0,1.7565e-06
10579.0,1.7716e-06
10580.0,1.7868e-06
10581.0,1.8009e-06
10582.0,1.815e-06
10583.0,1.8293e-06
10584.0,1.8436e-06
10585.0,1.8581e-06
10586.0,1.8727e-06
10587.0,1.8874e-06
10588.0,1.9022e-06
10589.0,1.9171e-06
10590.0,1.9321e-06
10591.0,1.9444e-06
10592.0,1.9569e-06
10593.0,1.9694e-06
10594.0,1.9819e-06
10595.0,1.9946e-06
10596.0,2.0073e-06
10597.0,2.0201e-06
10598.0,2.033e-06
10599.0,2.046e-06
10600.0,2.059e-06
10601.0,2.0677e-06
10602.0,2.0765e-06
10603.0,2.0853e-06
10604.0,2.0941e-06
10605.0,2.103e-06
10606.0,2.1119e-06
10607.0,2.1208e-06
10608.0,2.1298e-06
10609.0,2.1388e-06
10610.0,2.1479e-06
10611.0,2.1524e-06
10612.0,2.157e-06
10613.0,2.1615e-06
10614.0,2.1661e-06
10615.0,2.1707e-06
10616.0,2.1753e-06
10617.0,2.1799e-06
10618.0,2.1845e-06
10619.0,2.1891e-06
10620.0,2.1938e-06
10621.0,2.2046e-06
10622.0,2.2154e-06
10623.0,2.2263e-06
10624.0,2.2373e-06
10625.0,2.2483e-06
10626.0,2.2594e-06
10627.0,2.2705e-06
10628.0,2.2817e-06
10629.0,2.2929e-06
10630.0,2.3041e-06
10631.0,2.3203e-06
10632.0,2.3366e-06
10633.0,2.353e-06
10634.0,2.3695e-06
10635.0,2.3861e-06
10636.0,2.4029e-06
10637.0,2.4197e-06
10638.0,2.4366e-06
10639.0,2.4537e-06
10640.0,2.4709e-06
10641.0,2.4899e-06
10642.0,2.509e-06
10643.0,2.5283e-06
10644.0,2.5477e-06
10645.0,2.5672e-06
10646.0,2.5869e-06
10647.0,2.6068e-06
10648.0,2.6267e-06
10649.0,2.6468e-06
10650.0,2.6671e-06
10651.0,2.6856e-06
10652.0,2.7043e-06
10653.0,2.7231e-06
10654.0,2.742e-06
10655.0,2.761e-06
10656.0,2.7802e-06
10657.0,2.7994e-06
10658.0,2.8188e-06
10659.0,2.8383e-06
10660.0,2.858e-06
10661.0,2.8778e-06
10662.0,2.8977e-06
10663.0,2.9177e-06
10664.0,2.9378e-06
10665.0,2.9581e-06
10666.0,2.9785e-06
10667.0,2.9991e-06
10668.0,3.0197e-06
10669.0,3.0405e-06
10670.0,3.0615e-06
10671.0,3.0826e-06
10672.0,3.1038e-06
10673.0,3.1251e-06
10674.0,3.1466e-06
10675.0,3.1682e-06
10676.0,3.1899e-06
10677.0,3.2118e-06
10678.0,3.2338e-06
10679.0,3.256e-06
10680.0,3.2783e-06
10681.0,3.303e-06
10682.0,3.3279e-06
10683.0,3.3529e-06
10684.0,3.3781e-06
10685.0,3.4035e-06
10686.0,3.429e-06
10687.0,3.4548e-06
10688.0,3.4807e-06
10689.0,3.5068e-06
10690.0,3.5331e-06
10691.0,3.5595e-06
10692.0,3.5862e-06
10693.0,3.613e-06
10694.0,3.64e-06
10695.0,3.6672e-06
10696.0,3.6946e-06
10697.0,3.7221e-06
10698.0,3.7499e-06
10699.0,3.7778e-06
10700.0,3.806e-06
10701.0,3.8343e-06
10702.0,3.8629e-06
10703.0,3.8916e-06
10704.0,3.9206e-06
10705.0,3.9497e-06
10706.0,3.979e-06
10707.0,4.0086e-06
10708.0,4.0383e-06
10709.0,4.0683e-06
10710.0,4.0984e-06
10711.0,4.1205e-06
10712.0,4.1426e-06
10713.0,4.1649e-06
10714.0,4.1873e-06
10715.0,4.2098e-06
10716.0,4.2324e-06
10717.0,4.2551e-06
10718.0,4.278e-06
10719.0,4.3009e-06
10720.0,4.324e-06
10721.0,4.3529e-06
10722.0,4.3821e-06
10723.0,4.4114e-06
10724.0,4.4409e-06
10725.0,4.4706e-06
10726.0,4.5005e-06
10727.0,4.5305e-06
10728.0,4.5608e-06
10729.0,4.5912e-06
10730.0,4.6218e-06
10731.0,4.6495e-06
10732.0,4.6774e-06
10733.0,4.7054e-06
10734.0,4.7336e-06
10735.0,4.7619e-06
10736.0,4.7904e-06
10737.0,4.8191e-06
10738.0,4.8479e-06
10739.0,4.8768e-06
10740.0,4.906e-06
10741.0,4.9352e-06
10742.0,4.9646e-06
10743.0,4.9942e-06
10744.0,5.0239e-06
10745.0,5.0538e-06
